"eext__Created_on__c","eext__Last_login__c","eext__License__c","eext__Permission_set_licenses__c","eext__Profile__c","eext__Status__c","eext__Time_zone__c","eext__User_organization__r.eext__ExternalId__c","eext__X1_day_activity__c","eext__X1_day_login_count__c","eext__X1_month_activity__c","eext__X1_month_login_count__c","eext__X1_quarter_login_count__c","eext__X1_week_activity__c","eext__X1_week_login_count__c","eext__X2_week_activity__c","eext__X2_weeks_login_count__c","eext__X3_day_activity__c","eext__X3_day_login_count__c"
"2020-09-18","2024-07-26","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","No activity","0","Low activity","9","","No activity","0","Low activity","1","No activity","0"
"2024-04-17","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Medium activity","15","","Low activity","1","Low activity","4","Low activity","1"
"2024-04-17","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","30","","Medium activity","7","Medium activity","14","Low activity","2"
"2024-07-03","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Medium activity","10","","Medium activity","6","Medium activity","10","Low activity","2"
"2024-06-19","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Medium activity","22","","Medium activity","6","Medium activity","13","Low activity","2"
"2020-09-18","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","26","","Medium activity","6","Medium activity","12","Low activity","2"
"2023-10-06","2024-08-01","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","No activity","0","High activity","35","","Low activity","4","High activity","17","No activity","0"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","24","","Medium activity","6","Medium activity","11","Low activity","2"
"2023-09-06","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","35","","Medium activity","8","Medium activity","16","Low activity","1"
"2023-11-15","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Medium activity","22","","Medium activity","5","Medium activity","11","Low activity","1"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","40","","Medium activity","8","Medium activity","16","Low activity","2"
"2024-05-25","2024-07-30","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","No activity","0","Medium activity","15","","Low activity","1","Low activity","1","No activity","0"
"2022-12-14","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","3","High activity","55","","Medium activity","6","High activity","20","Medium activity","3"
"2023-10-05","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Medium activity","22","","Medium activity","6","Medium activity","11","Low activity","1"
"2024-06-19","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","23","","Medium activity","7","Medium activity","16","Medium activity","3"
"2024-05-28","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Medium activity","18","","Medium activity","6","Medium activity","13","Low activity","2"
"2024-03-09","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","Medium activity","22","","Medium activity","6","Medium activity","11","Low activity","2"
"2020-09-18","2024-08-06","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","3","High activity","60","","High activity","12","High activity","22","Medium activity","3"
"2024-07-03","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Low activity","9","","Medium activity","6","Medium activity","9","Low activity","2"
"2024-03-05","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","26","","Medium activity","7","Medium activity","14","Low activity","2"
"2024-07-03","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Medium activity","15","","Medium activity","9","Medium activity","15","Medium activity","3"
"2024-07-03","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Medium activity","11","","Medium activity","6","Medium activity","11","Low activity","2"
"2023-09-23","2024-08-05","Salesforce","","Radicator","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","54","","High activity","13","High activity","27","Low activity","2"
"2022-09-16","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","23","","Medium activity","5","Medium activity","10","Low activity","1"
"2022-02-12","2023-07-04","Salesforce","","Manager","Asleep","","a0o7Q000007vh0GQAQ","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2023-05-10","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","62","","High activity","17","High activity","34","Medium activity","3"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","42","","Medium activity","10","High activity","21","Low activity","2"
"2023-04-25","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","28","","Medium activity","5","High activity","18","Low activity","2"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","High activity","4","High activity","76","","High activity","32","High activity","47","High activity","6"
"2020-09-18","2024-07-22","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","No activity","0","Low activity","5","","No activity","0","No activity","0","No activity","0"
"2024-03-05","2024-08-06","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","38","","Medium activity","9","Medium activity","15","Medium activity","3"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","29","","Medium activity","9","Medium activity","15","Low activity","2"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","26","","Medium activity","8","High activity","17","Low activity","2"
"2024-02-08","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","29","","Medium activity","7","Medium activity","14","Low activity","2"
"2024-04-17","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","23","","Medium activity","5","Medium activity","10","Low activity","1"
"2022-10-19","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","26","","Medium activity","6","Medium activity","16","Low activity","2"
"2020-09-18","2024-08-06","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","High activity","4","High activity","49","","High activity","13","High activity","25","Medium activity","4"
"2024-04-17","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Low activity","7","","Low activity","3","Low activity","4","Low activity","2"
"2022-07-06","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","28","","Medium activity","7","Medium activity","9","Low activity","2"
"2024-07-03","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Low activity","6","","Medium activity","5","Low activity","6","Low activity","1"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","43","","Medium activity","10","High activity","21","Low activity","1"
"2022-09-07","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Medium activity","14","","Low activity","4","Low activity","6","Low activity","1"
"2023-11-22","2024-06-25","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2020-09-08","2024-07-11","Salesforce","","BBVA Desktop GM Standard","Active","Europe/Rome","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","No activity","0","No activity","0","No activity","0"
"2023-07-25","2024-07-30","Salesforce","","BBVA Desktop ARCE","Active","America/Lima","a0o7Q000007vr3tQAA","No activity","0","Low activity","6","","No activity","0","Low activity","4","No activity","0"
"2018-07-05","2024-08-02","Salesforce","","BBVA Desktop ARCE","Active","Europe/Berlin","a0o7Q000007vr3tQAA","No activity","0","Low activity","3","","Low activity","1","Low activity","3","No activity","0"
"2020-02-13","2024-06-26","Salesforce","","BBVA Desktop IBF Standard","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-02-06","2024-08-06","Salesforce","","BBVA Desktop GTB Standard","Active","America/Mexico_City","a0o7Q000007vr3tQAA","Medium activity","3","High activity","39","","Medium activity","9","Medium activity","14","Medium activity","4"
"2023-04-11","2024-08-05","Salesforce","","Administrator Business","Active","America/Bogota","a0o7Q000007vr3tQAA","No activity","0","High activity","26","","Medium activity","5","Medium activity","12","Low activity","1"
"2018-06-30","2024-07-02","Salesforce","","BBVA Desktop GTB Standard","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2023-05-04","2024-08-06","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","High activity","4","High activity","36","","High activity","14","High activity","22","High activity","6"
"2021-07-13","2024-03-11","Salesforce","","BBVA Desktop ARCE","Asleep","America/Argentina/Buenos_Aires","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2016-03-10","2024-07-19","Salesforce","","BBVA Desktop GM Standard","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Medium activity","13","","No activity","0","No activity","0","No activity","0"
"2024-02-27","2024-07-31","Salesforce","","BBVA Desktop IBF Standard","Active","America/New_York","a0o7Q000007vr3tQAA","No activity","0","Low activity","3","","Low activity","1","Low activity","3","No activity","0"
"2019-10-08","2024-07-17","Salesforce","","BBVA Desktop GCC Standard","Active","Europe/Berlin","a0o7Q000007vr3tQAA","No activity","0","Low activity","4","","No activity","0","No activity","0","No activity","0"
"2018-06-30","2024-08-06","Salesforce","","Administrator Business","Active","America/Mexico_City","a0o7Q000007vr3tQAA","Low activity","1","High activity","28","","Low activity","2","Medium activity","8","Low activity","1"
"2019-09-07","2024-08-06","Salesforce","","BBVA Desktop GCC Standard","Active","America/Mexico_City","a0o7Q000007vr3tQAA","Low activity","1","Low activity","5","","Low activity","1","Low activity","1","Low activity","1"
"2024-03-16","2024-05-30","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-06-30","2024-07-30","Salesforce","","BBVA Desktop GCC Standard","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","No activity","0","Low activity","1","No activity","0"
"2023-04-12","2024-08-06","Salesforce","","BBVA Desktop ARCE","Active","America/New_York","a0o7Q000007vr3tQAA","Medium activity","3","High activity","40","","Medium activity","10","Medium activity","13","Medium activity","4"
"2021-07-14","2024-08-05","Salesforce","","BBVA Desktop ARCE","Active","America/Bogota","a0o7Q000007vr3tQAA","No activity","0","Medium activity","15","","Low activity","4","Medium activity","8","Low activity","1"
"2023-10-07","2024-08-06","Salesforce","","BBVA Desktop GTB Standard","Active","America/Mexico_City","a0o7Q000007vr3tQAA","Medium activity","2","High activity","27","","High activity","11","High activity","19","Medium activity","4"
"2024-04-16","2024-05-17","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2023-02-21","2024-07-01","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2024-06-28","2024-07-30","Salesforce","","BBVA Desktop GCC Standard","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","7","","No activity","0","Low activity","1","No activity","0"
"2021-06-04","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
